Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density ,maximum height,seed mass,seed volume,flowering duration,source,source notes
Dioscorea transversa,,,,25.360,g/cm2,,,,,,,Gallagher_field_workPHD,
Dioscorea transversa,,,,28.390,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros australis,,,,127.840,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros australis,,,,135.730,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros australis,,,,138.250,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,105.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,118.220,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,118.980,g/cm2,,,,,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,141.630,g/cm2,,,,,,,Gallagher_field_workPHD,
Alangium villosum,,,,49.630,g/cm2,,,,,,,Gallagher_field_workPHD,
Drypetes deplanchei,,,,83.230,g/cm2,,,,,,,Gallagher_field_workPHD,
Drypetes deplanchei,,,,96.290,g/cm2,,,,,,,Gallagher_field_workPHD,
Drypetes deplanchei,,,,105.850,g/cm2,,,,,,,Gallagher_field_workPHD,
Drypetes deplanchei,,,,106.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,40.740,g/cm2,,,,,,,Gallagher_field_workPHD,
Elaeocarpus obovatus,,,,76.150,g/cm2,,,,,,,Gallagher_field_workPHD,
Elaeocarpus obovatus,,,,116.940,g/cm2,,,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,74.070,g/cm2,,,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,75.560,g/cm2,,,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,82.050,g/cm2,,,,,,,Gallagher_field_workPHD,
Alangium villosum,,,,57.290,g/cm2,,,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,82.120,g/cm2,,,,,,,Gallagher_field_workPHD,
Endiandra discolor,,,,90.500,g/cm2,,,,,,,Gallagher_field_workPHD,
Endiandra discolor,,,,95.020,g/cm2,,,,,,,Gallagher_field_workPHD,
Endiandra sieberi,,,,107.880,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,50.660,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,58.600,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,63.830,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,64.980,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,70.600,g/cm2,,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,177.140,g/cm2,,,,,,,Gallagher_field_workPHD,
Aphananthe philippinensis,,,,71.620,g/cm2,,,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,60.130,g/cm2,,,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,72.710,g/cm2,,,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,77.620,g/cm2,,,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,82.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Ficus coronata,,,,44.240,g/cm2,,,,,,,Gallagher_field_workPHD,
Ficus fraseri,,,,54.400,g/cm2,,,,,,,Gallagher_field_workPHD,
Ficus obliqua,,,,75.700,g/cm2,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,37.650,g/cm2,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,44.590,g/cm2,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,46.080,g/cm2,,,,,,,Gallagher_field_workPHD,
Arytera divaricata,,,,87.480,g/cm2,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,54.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,81.520,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,25.510,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,27.020,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,28.550,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,29.230,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,32.320,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,32.740,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,40.910,g/cm2,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,45.850,g/cm2,,,,,,,Gallagher_field_workPHD,
Arytera divaricata,,,,89.100,g/cm2,,,,,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,58.710,g/cm2,,,,,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,65.020,g/cm2,,,,,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,97.500,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,63.100,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,71.290,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,93.990,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,104.020,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,108.580,g/cm2,,,,,,,Gallagher_field_workPHD,
Guioa semiglauca,,,,114.690,g/cm2,,,,,,,Gallagher_field_workPHD,
Helicia glabriflora,,,,119.040,g/cm2,,,,,,,Gallagher_field_workPHD,
Acmena smithii,,,,122.000,g/m2,,,,,,,AUSTRAITS_dataset_32,
Bursaria incana,,,,,g/m2,,0.740,4.000,,,,AUSTRAITS_dataset_61,
Castanospermum australe,,,,59.200,g/m2,,,,,,,AUSTRAITS_dataset_32,
Diospyros australis,,,,162.000,g/m2,,,,,,,AUSTRAITS_dataset_32,
Flindersia schottiana,,,,104.900,g/m2,,,,,,,AUSTRAITS_dataset_32,
Heritiera trifoliolata,,,,81.300,g/m2,,,,,,,AUSTRAITS_dataset_32,
Heritiera trifoliolata,,,,123.000,g/m2,,,,,,,AUSTRAITS_dataset_32,
Breynia oblongifolia,,,,60.000,unkown,,,,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,74.500,unkown,,,,,,,AUSTRAITS_dataset_30,
Rhodamnia rubescens,109.930,cm2/g,,,,,,25.000,,,,AUSTRAITS_dataset_46,
Pothos longipes,0.120,cm2/g,x,,,,,,,,,AUSTRAITS_dataset_23,
Neolitsea dealbata,0.169,cm2/g,x,,,,,,,,,AUSTRAITS_dataset_23,
Smilax australis,11.277,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,12.180,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Embelia australiana,12.775,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Calamus muelleri,13.418,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Cissus antarctica,15.024,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Flagellaria indica,16.509,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Rubus rosifolius,23.959,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Morinda jasminoides,25.144,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Stephania japonica,25.970,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,26.497,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Pandorea pandorana,28.485,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Clematis aristata,30.771,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Casuarina cunninghamiana,35.164,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Hippocratea barbata,38.669,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,39.471,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Lomandra longifolia,41.991,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Dioscorea transversa,47.945,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Cayratia clematidea,49.189,cm2/g,,,,,,,,,,Gallagher_field_workPHD,
Lomandra longifolia,53.576,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pteridium esculentum,89.680,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pittosporum undulatum,91.925,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Synoum glandulosum,93.196,cm2/g,,,,,0.512,,,,,AUSTRAITS_dataset_20,
Alphitonia excelsa,94.400,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Grevillea robusta,97.790,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pittosporum undulatum,104.454,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Marsdenia rostrata,110.345,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pothos longipes,120.048,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Castanospermum australe,123.053,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Ficus coronata,133.364,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Guioa semiglauca,144.170,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Glochidion ferdinandi,148.940,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Eupomatia laurina,169.580,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pteridium esculentum,179.865,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Elaeocarpus grandis,196.078,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Pittosporum undulatum,200.724,cm2/g,,,,,,,,,,AUSTRAITS_dataset_32,
Acacia fimbriata,8.880,m2/mg,,,,,,6.000,,17.000,,AUSTRAITS_dataset_5,
Casuarina littoralis,4.570,mm2/mg,,,,,,12.000,3.119,,,AUSTRAITS_dataset_10,
Pteridium esculentum,6.091,mm2/mg,,,,,,1.800,,,,AUSTRAITS_dataset_52,
Macadamia tetraphylla,6.254,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Tristaniopsis laurina,6.930,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Cupaniopsis anacardioides,9.287,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Sloanea australis,9.686,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,10.465,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Lophostemon suaveolens,10.493,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Synoum glandulosum,10.855,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Synoum glandulosum,10.855,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Glochidion ferdinandi,11.923,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Ligustrum lucidum,11.927,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Cupaniopsis anacardioides,12.140,mm2/mg,,,,,,8.000,,,,AUSTRAITS_dataset_52,
Toona ciliata,12.804,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Synoum glandulosum,13.100,mm2/mg,,,,,,4.000,226.917,,,AUSTRAITS_dataset_10,
Castanospermum australe,13.524,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Eupomatia laurina,17.591,mm2/mg,,,,,,,,,,AUSTRAITS_dataset_52,
Acronychia oblongifolia,18.090,mm2/mg,,,,,,4.000,2.167,,,AUSTRAITS_dataset_10,
Passiflora edulis,21.600,mm2/mg,,,,,,5.000,11.502,,,AUSTRAITS_dataset_10,
Alphitonia excelsa,,,,,,,,10.000,,,,AUSTRAITS_dataset_52,
Alphitonia excelsa,,,,,,,,,18.200,,,AUSTRAITS_dataset_52,
Araucaria cunninghamii,,,,,,,,,,,,AUSTRAITS_dataset_52,
Backhousia myrtifolia,,,,,,,,10.000,,,,AUSTRAITS_dataset_52,
Backhousia myrtifolia,,,,,,,,,13.006,,,AUSTRAITS_dataset_52,
Breynia oblongifolia,,,,,,,,2.000,,,,AUSTRAITS_dataset_52,
Breynia oblongifolia,,,,,,,,,7.828,,,AUSTRAITS_dataset_52,
Callistemon salignus,,,,,,,,6.000,,,,AUSTRAITS_dataset_52,
Carex appressa,,,,,,,,,1.001,,,AUSTRAITS_dataset_52,
Castanospermum australe,,,,,,,,,7722.170,,,AUSTRAITS_dataset_52,
Castanospermum australe,,,,,,,,,14000.000,,,AUSTRAITS_dataset_52,
Casuarina cunninghamiana,,,,,,,,25.000,,,,AUSTRAITS_dataset_52,
Casuarina littoralis,,,,,,,,,3.119,,,AUSTRAITS_dataset_52,
Cayratia clematidea,,,,,,,,,12.310,,,AUSTRAITS_dataset_52,
Cinnamomum camphora,,,,,,,,,77.000,,,AUSTRAITS_dataset_52,
Cissus hypoglauca,,,,,,,,,38.058,,,AUSTRAITS_dataset_52,
Cissus hypoglauca,,,,,,,,,36.110,,,AUSTRAITS_dataset_52,
Clematis aristata,,,,,,,,,2.964,,,AUSTRAITS_dataset_52,
Clematis aristata,,,,,,,,8.000,,,,AUSTRAITS_dataset_52,
Clerodendrum floribundum,,,,,,,,13.000,,,,AUSTRAITS_dataset_52,
Clerodendrum floribundum,,,,,,,,,43.700,,,AUSTRAITS_dataset_52,
Commersonia bartramia,,,,,,,,,13.000,,,AUSTRAITS_dataset_52,
Cryptocarya glaucescens,,,,,,,,4.000,,,,AUSTRAITS_dataset_52,
Cryptocarya glaucescens,,,,,,,,25.000,,,,AUSTRAITS_dataset_52,
Cryptocarya glaucescens,,,,,,,,1.200,,,,AUSTRAITS_dataset_52,
Cupaniopsis anacardioides,,,,,,,,,,,,AUSTRAITS_dataset_52,
Dioscorea transversa,,,,,,,,1.500,,,,AUSTRAITS_dataset_52,
Diospyros australis,,,,,,,,,242.304,,,AUSTRAITS_dataset_52,
Diospyros pentamera,,,,,,,,27.800,,,,AUSTRAITS_dataset_52,
Dysoxylum rufum,,,,,,,,,108.470,,,AUSTRAITS_dataset_52,
Elaeagnus triflora,,,,,,,,,150.000,,,AUSTRAITS_dataset_52,
Endiandra sieberi,,,,,,,,15.000,,,,AUSTRAITS_dataset_52,
Eupomatia laurina,,,,,,,,15.000,,,,AUSTRAITS_dataset_52,
Eupomatia laurina,,,,,,,,,8.150,,,AUSTRAITS_dataset_52,
Eupomatia laurina,,,,,,,,4.500,,,,AUSTRAITS_dataset_52,
Eupomatia laurina,,,,,,,,10.500,,,,AUSTRAITS_dataset_52,
Ficus coronata,,,,,,,,1.800,,,,AUSTRAITS_dataset_52,
Ficus obliqua,,,,,,,,40.000,,,,AUSTRAITS_dataset_52,
Ficus opposita,,,,,,,,,0.900,,,AUSTRAITS_dataset_52,
Ficus racemosa,,,,,,,,,0.130,,,AUSTRAITS_dataset_52,
Ficus racemosa,,,,,,,,,,,,AUSTRAITS_dataset_52,
Ficus watkinsiana,,,,,,,,40.000,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_52,
Geitonoplesium cymosum,,,,,,,,0.300,,,,AUSTRAITS_dataset_52,
Glochidion ferdinandi,,,,,,,,6.000,,,,AUSTRAITS_dataset_52,
Glochidion ferdinandi,,,,,,,,,15.751,,,AUSTRAITS_dataset_52,
Guioa semiglauca,,,,,,,,12.000,,,,AUSTRAITS_dataset_52,
Heritiera trifoliolata,,,,,,,,,110.000,,,AUSTRAITS_dataset_52,
Hymenosporum flavum,,,,,,,,4.000,,,,AUSTRAITS_dataset_52,
Legnephora moorei,,,,,,,,,36.000,,,AUSTRAITS_dataset_52,
Ligustrum lucidum,,,,,,,,,21.379,,,AUSTRAITS_dataset_52,
Ligustrum lucidum,,,,,,,,,16.000,,,AUSTRAITS_dataset_52,
Ligustrum sinense,,,,,,,,,22.477,,,AUSTRAITS_dataset_52,
Ligustrum sinense,,,,,,,,,11.000,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.700,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.800,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.800,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.800,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.300,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,1.000,,,,AUSTRAITS_dataset_52,
Maclura cochinchinensis,,,,,,,,,7.746,,,AUSTRAITS_dataset_52,
Melaleuca quinquenervia,,,,,,,,8.000,,,,AUSTRAITS_dataset_52,
Melia azedarach,,,,,,,,10.000,,,,AUSTRAITS_dataset_52,
Melia azedarach,,,,,,,,,530.000,,,AUSTRAITS_dataset_52,
Melodinus australis,,,,,,,,,65.000,,,AUSTRAITS_dataset_52,
Melodorum leichhardtii,,,,,,,,,83.000,,,AUSTRAITS_dataset_52,
Micromelum minutum,,,,,,,,,22.000,,,AUSTRAITS_dataset_52,
Mischocarpus pyriformis,,,,,,,,19.000,,,,AUSTRAITS_dataset_52,
Morinda jasminoides,,,,,,,,,5.445,,,AUSTRAITS_dataset_52,
Morinda jasminoides,,,,,,,,,8.400,,,AUSTRAITS_dataset_52,
Neolitsea dealbata,,,,,,,,1.700,,,,AUSTRAITS_dataset_52,
Notelaea longifolia,,,,,,,,3.000,,,,AUSTRAITS_dataset_52,
Ochna serrulata,,,,,,,,,83.760,,,AUSTRAITS_dataset_52,
Olea paniculata,,,,,,,,,67.000,,,AUSTRAITS_dataset_52,
Pandorea pandorana,,,,,,,,,5.215,,,AUSTRAITS_dataset_52,
Pararchidendron pruinosum,,,,,,,,,56.000,,,AUSTRAITS_dataset_52,
Parsonsia straminea,,,,,,,,,10.344,,,AUSTRAITS_dataset_52,
Parsonsia straminea,,,,,,,,,7.800,,,AUSTRAITS_dataset_52,
Passiflora edulis,,,,,,,,,11.502,,,AUSTRAITS_dataset_52,
Passiflora subpeltata,,,,,,,,,88.000,,,AUSTRAITS_dataset_52,
Pavetta australiensis,,,,,,,,,219.000,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,,,,,,,,4.000,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,,,,,,,,,5.893,,,AUSTRAITS_dataset_52,
Polyscias elegans,,,,,,,,25.700,,,,AUSTRAITS_dataset_52,
Polyscias elegans,,,,,,,,,8.700,,,AUSTRAITS_dataset_52,
Pothos longipes,,,,,,,,,109.000,,,AUSTRAITS_dataset_52,
Pseudoweinmannia lachnocarpa,,,,,,,,35.200,,,,AUSTRAITS_dataset_52,
Psychotria loniceroides,,,,,,,,,11.994,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,1.600,,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,1.200,,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,0.600,,,,AUSTRAITS_dataset_52,
Rhodamnia rubescens,,,,,,,,25.000,,,,AUSTRAITS_dataset_52,
Rubus moluccanus,,,,,,,,,0.850,,,AUSTRAITS_dataset_52,
Rubus rosifolius,,,,,,,,1.000,,,,AUSTRAITS_dataset_52,
Rubus rosifolius,,,,,,,,,0.300,,,AUSTRAITS_dataset_52,
Sarcopteryx stipata,,,,,,,,25.000,,,,AUSTRAITS_dataset_52,
Schefflera actinophylla,,,,,,,,,9.920,,,AUSTRAITS_dataset_52,
Schefflera actinophylla,,,,,,,,,2.700,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,0.700,,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,0.500,,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,4.000,,,,AUSTRAITS_dataset_52,
Solanum mauritianum,,,,,,,,,1.030,,,AUSTRAITS_dataset_52,
Solanum seaforthianum,,,,,,,,,2.320,,,AUSTRAITS_dataset_52,
Stephania japonica,,,,,,,,0.100,,,,AUSTRAITS_dataset_52,
Streblus brunonianus,,,,,,,,,12.000,,,AUSTRAITS_dataset_52,
Synoum glandulosum,,,,,,,,3.800,,,,AUSTRAITS_dataset_52,
Toona ciliata,,,,,,,,,2.000,,,AUSTRAITS_dataset_52,
Tristaniopsis laurina,,,,,,,,15.000,,,,AUSTRAITS_dataset_52,
Wikstroemia indica,,,,,,,,1.500,,,,AUSTRAITS_dataset_52,
Acacia bakeri,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Acacia bakeri,,,,,,,0.771,,,,,AUSTRAITS_dataset_34,
Acacia bakeri,,,,,,,,,39.793,,,AUSTRAITS_dataset_53,
Acacia fimbriata,,,,,,,,,,,jul/aug/sep/oct/nov,NSW flora online ,
Acacia fimbriata,,,,,,,,,,35.280,,AUSTRAITS_dataset_17,
Acacia fimbriata,,,,,,,,,,35.280,,AUSTRAITS_dataset_4,
Acacia fimbriata,,,,,,,,,17.000,,,AUSTRAITS_dataset_53,
Acmena smithii,,,,,,,,20.000,,,nov/dec/jan/feb,AUSTRAITS_dataset_24,
Acmena smithii,,,,,,,,,,,nov/dec/jan/feb,NSW flora online ,
Acmena smithii,,,,,,,,,,273.956,,AUSTRAITS_dataset_17,
Acmena smithii,,,,,,,,20.000,,,,AUSTRAITS_dataset_26,
Acmena smithii,,,,,,,0.662,,,,,AUSTRAITS_dataset_33,
Acmena smithii,,,,,,,,,,273.956,,AUSTRAITS_dataset_4,
Acmena smithii,,,,,,,,,173.000,,,AUSTRAITS_dataset_53,
Acmena smithii,,,,,,,,,360.470,,,Gallagher_field_workPHD,
Acronychia oblongifolia,,,,,,,,,,,mar/apr/may,NSW flora online ,
Acronychia oblongifolia,,,,,,,,4.000,,,,AUSTRAITS_dataset_26,
Acronychia oblongifolia,,,,,,,,,2.167,,,AUSTRAITS_dataset_52,
Acronychia oblongifolia,,,,,,,,,15.380,,,Gallagher_field_workPHD,
Ailanthus triphysa,,,,,,,0.375,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.366,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.375,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.375,,,,,AUSTRAITS_dataset_34,
Alangium polyosmoides,,,,,,,,,,,oct/nov/dec/jan/feb/mar/apr,NSW flora online ,
Alangium villosum,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Alangium villosum,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Alangium villosum,,,,,,,,,191.780,,,Gallagher_field_workPHD,
Alchornea ilicifolia,,,,,,,,,,21.700,,AUSTRAITS_dataset_17,
Alchornea ilicifolia,,,,,,,,,,21.700,,AUSTRAITS_dataset_4,
Alchornea ilicifolia,,,,,,,,,19.500,,,AUSTRAITS_dataset_53,
Alectryon tomentosus,,,,,,,,,,14.100,,AUSTRAITS_dataset_17,
Alectryon tomentosus,,,,,,,,,,14.100,,AUSTRAITS_dataset_4,
Alectryon tomentosus,,,,,,,,,33.890,,,AUSTRAITS_dataset_53,
Alphitonia excelsa,,,,,,,,10.000,,,dec/jan/feb/mar,AUSTRAITS_dataset_24,
Alphitonia excelsa,,,,,,,,,,24.600,,AUSTRAITS_dataset_17,
Alphitonia excelsa,,,,,,,,,18.200,,,AUSTRAITS_dataset_25,
Alphitonia excelsa,,,,,,,0.575,,,,,AUSTRAITS_dataset_34,
Alphitonia excelsa,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Alphitonia excelsa,,,,,,,,,,24.600,,AUSTRAITS_dataset_4,
Alyxia ruscifolia,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Alyxia ruscifolia,,,,,,,,,,169.800,,AUSTRAITS_dataset_17,
Alyxia ruscifolia,,,,,,,,,,169.800,,AUSTRAITS_dataset_4,
Alyxia ruscifolia,,,,,,,,,163.774,,,AUSTRAITS_dataset_53,
Aphananthe philippinensis,,,,,,,,,,33.200,,AUSTRAITS_dataset_17,
Aphananthe philippinensis,,,,,,,,,,33.200,,AUSTRAITS_dataset_4,
Aphananthe philippinensis,,,,,,,0.612,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,0.620,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,0.500,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,,,44.108,,,AUSTRAITS_dataset_53,
Aphananthe philippinensis,,,,,,,,,0.100,,,Gallagher_field_workPHD,
Araucaria cunninghamii,,,,,,,0.441,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.448,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.445,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.482,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.439,,,,,AUSTRAITS_dataset_34,
Archidendron muellerianum,,,,,,,,,,,nov/dec,NSW flora online ,
Archirhodomyrtus beckleri,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Archirhodomyrtus beckleri,,,,,,,,,1.495,,,AUSTRAITS_dataset_53,
Ardisia crenata,,,,,,,,,221.000,,,AUSTRAITS_dataset_53,
Argophyllum nullumense,,,,,,,,,,,dec/jan,NSW flora online ,
Aristolochia elegans,,,,,,,,,2.104,,,AUSTRAITS_dataset_53,
Arytera divaricata,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Arytera divaricata,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Arytera divaricata,,,,,,,,,59.700,,,AUSTRAITS_dataset_53,
Arytera divaricata,,,,,,,,,59.700,,,Gallagher_field_workPHD,
Atalaya salicifolia,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Atalaya salicifolia,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Atalaya salicifolia,,,,,,,,,33.270,,,AUSTRAITS_dataset_53,
Atractocarpus chartaceus,,,,,,,,,,,aug/sep/oct/nov,NSW flora online ,
Auranticarpa rhombifolia,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Auranticarpa rhombifolia,,,,,,,0.745,,,,,AUSTRAITS_dataset_34,
Auranticarpa rhombifolia,,,,,,,0.613,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,,,,,dec/jan,NSW flora online ,
Backhousia myrtifolia,,,,,,,,10.000,,,nov/dec,AUSTRAITS_dataset_24,
Backhousia myrtifolia,,,,,,,,10.000,,,,AUSTRAITS_dataset_26,
Backhousia myrtifolia,,,,,,,0.851,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,0.908,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,,,8.821,,,AUSTRAITS_dataset_53,
Beilschmiedia obtusifolia,,,,,,,0.654,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,0.598,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,,,384.000,,,Gallagher_field_workPHD,
Breynia oblongifolia,,,,,,,,2.000,,,oct/nov/dec,AUSTRAITS_dataset_24,
Breynia oblongifolia,,,,,,,,2.000,,,,AUSTRAITS_dataset_26,
Breynia oblongifolia,,,,,,,,2.400,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,1.500,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,2.000,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,2.700,,,,AUSTRAITS_dataset_30,
