Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density,maximum height,seed mass,seed volume,flowering.onset,flowering.end,flowering.duration,source,source notes
Grevillea robusta,5.02,m2/kg,,,,,,,,,,,,"C.K. Ong, C.R. Black, J.S. Wallace,  A.A.H. Khan,  J.E. Lott, N.A. Jackson, S.B. Howard, D.M. Smith. 2000. Productivity, microclimate and water use in Grevillea robustaNAbased agroforesNA systems on hillslopes in semiNAarid Kenya. Agriculture, Ecosystems & Environment  80,  121–141",
Guioa semiglauca,13.21338531,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Ligustrum lucidum,13.67867229,m2/kg,,,,,,,,,,,,"Leishman, M.R., Thomson, V.P., and Cooke, J. (2010) Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology 98, 28NA42.",
Ligustrum sinense,10.46479477,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Lomandra longifolia,12.89337361,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Lophostemon suaveolens,7.299270073,m2/kg,,,,,,,,,,,,"from raw data in  Prentice CI, Dong N, Gleason SM, Maire W, Wright IJ. 2013. Balancing the costs of carbon gain and water transport: testing a new theoretical framework for plant functional ecology. Ecology Letters, published online
",
Melaleuca quinquenervia,7.962321972,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Morinda jasminoides,34.47539929,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Myrsine variabilis,10.0098011,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Neolitsea dealbata,13.7042141,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Notelaea longifolia,8.496776279,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Notelaea microcarpa,6.02,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Pandorea pandorana,34.62922997,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Parsonsia straminea,26.87,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Passiflora edulis,21.6,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Pteridium esculentum,9.636298999,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Rubus moluccanus,13.84331023,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Smilax australis,11.30089052,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Solanum mauritianum,20.12699687,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Stephania japonica,26.1,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Syzygium oleosum,10.06692345,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Trema tomentosa,47.89616722,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Tristaniopsis laurina,7.480275655,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Trophis scandens,12.13768338,m2/kg,,,,,,,,,,,,J_Lawson_FieldWork,
Wilkiea huegeliana,9.85,m2/kg,,,,,,,,,,,,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226.",
Acacia fimbriata,,,,,,,,,17,,,,,Kew SID,
Acmena smithii,,,,,,,,,81.0175,,,,,Moles 2004 Seed database,
Acronychia oblongifolia,,,,,,,,,5.882352941,,,,,Floyd 1989,
Alphitonia excelsa,,,,,,,,,18.2,,,,,Moles 2004 Seed database,
Backhousia myrtifolia,,,,,,,,,13.006,,,,,Moles 2004 Seed database,
Breynia oblongifolia,,,,,,,,,7.828,,,,,Moles 2004 Seed database,
Carex appressa,,,,,,,,,0.84,,,,,Kew SID,
Casuarina cunninghamiana,,,,,,,,,0.631,,,,,Moles 2004 Seed database,
Cissus antarctica,,,,,,,,,65.4,,,,,Kew SID,
Clematis aristata,,,,,,,,,0.29,,,,,Kew SID,
Cryptocarya glaucescens,,,,,,,,,323.99,,,,,Moles 2004 Seed database,
Ficus coronata,,,,,,,,,0.32,,,,,Kyle_Hunter Plant Traits,
Geitonoplesium cymosum,,,,,,,,,15.32,,,,,Kew SID,
Glochidion ferdinandi,,,,,,,,,15.751,,,,,Moles 2004 Seed database,
Grevillea robusta,,,,,,,,,20,,,,,Kew SID,
Guioa semiglauca,,,,,,,,,41,,,,,PIREL Seed Trait Database 02 08 2013,
Ligustrum lucidum,,,,,,,,,31,,,,,Kew SID,
Ligustrum sinense,,,,,,,,,17,,,,,Kew SID,
Lomandra longifolia,,,,,,,,,11.33,,,,,Moles 2004 Seed database,
Lophostemon suaveolens,,,,,,,,,0.67,,,,,Kew SID,
Melaleuca quinquenervia,,,,,,,,,0.313,,,,,Moles 2004 Seed database,
Morinda jasminoides,,,,,,,,,7.9,,,,,Kew SID,
Myrsine variabilis,,,,,,,,,27.208,,,,,Moles 2004 Seed database as H. aspera,
Neolitsea dealbata,,,,,,,,,146.015,,,,,Moles 2004 Seed database,
Notelaea longifolia,,,,,,,,,44.195,,,,,PIREL Seed Trait Database 02 08 2013,
Notelaea microcarpa,,,,,,,,,43.52,,,,,"Kew SID, as N. microcarpa var. microcarpa",
Pandorea pandorana,,,,,,,,,18.9575,,,,,Moles 2004 Seed database,
Parsonsia straminea,,,,,,,,,8.4,,,,,Kew SID,
Passiflora edulis,,,,,,,,,15.46,,,,,Kew SID,
Rubus moluccanus,,,,,,,,,0.85,,,,,PIREL Seed Trait Database 02 08 2013,
Smilax australis,,,,,,,,,40.76,,,,,Kew SID,
Solanum mauritianum,,,,,,,,,1.03,,,,,Moles 2004 Seed database,
Stephania japonica,,,,,,,,,19.72,,,,,Kew SID,
Syzygium oleosum,,,,,,,,,216.49,,,,,Kew SID,
Trema tomentosa,,,,,,,,,4.86,,,,,Kew SID as Trema tomentosa var. viridis,
Tristaniopsis laurina,,,,,,,,,10.25641026,,,,,Floyd 1989,
Trophis scandens,,,,,,,,,1.768513241,,,,,Rob Kooyman,
Wilkiea huegeliana,,,,,,,,,169.46,,,,,Moles 2004 Seed database,
Acmena smithii,,,,,,,0.714651867,,,,,,,J_Lawson_FieldWork,
Acronychia oblongifolia,,,,,,,0.81,,,,,,,"Ash J, Helman C. 1990.  Floristics and vegetation biomass of a forest catchment, Kioloa, south coastal New South Wales. Cunninghamia 2: 167NA182",
Alphitonia excelsa,,,,,,,0.725166841,,,,,,,J_Lawson_FieldWork,
Backhousia myrtifolia,,,,,,,0.820059734,,,,,,,J_Lawson_FieldWork,
Casuarina cunninghamiana,,,,,,,0.612200593,,,,,,,J_Lawson_FieldWork,
Cissus antarctica,,,,,,,0.545107896,,,,,,,"raw data in Jillian M. Mueller. 2009. CONSERVATION MANAGEMENT UNDER CLIMATE CHANGE: ON TROPICAL DROUGHT RESISTANCE, NONNANATIVE SPECIES RESPONSE TO INCREASING DISTURBANCE, AND ASSISTED MIGRATION. University of Notre Dame, MSc thesis. ",
Clematis aristata,,,,,,,0.2981,,,,,,," raw data in  Stuart S. 2011. Cold Comfort: Diversification and Adaptive Evolution across Latitudinal Gradients. PhD thesis, Integrative Biology
UC Berkeley.",
Cryptocarya glaucescens,,,,,,,0.496343742,,,,,,,J_Lawson_FieldWork,
Ficus coronata,,,,,,,0.400365,,,,,,,Global Wood Density Database,
Glochidion ferdinandi,,,,,,,0.665265627,,,,,,,J_Lawson_FieldWork,
Grevillea robusta,,,,,,,0.520687229,,,,,,,Global Wood Density Database average,
Guioa semiglauca,,,,,,,0.77,,,,,,,"Kooyman RM,  Westoby M. 2009. Costs of height gain in rainforest saplings: mainNAstem scaling, functional traits and strategy variation across 75 species. Annals of Botany 104: 987NA993",
Ligustrum lucidum,,,,,,,0.57942,,,,,,,Global Wood Density Database average,
Ligustrum sinense,,,,,,,0.612,,,,,,,"MartínezNACabrera HI, Jones CS, Espino S, Schenk HJ. 2009.  Wood anatomy and wood density in shrubs: Responses to varying aridity along transcontinental transects. American Journal of Botany 96: 1388NA1398",
Lophostemon suaveolens,,,,,,,0.577025052,,,,,,,J_Lawson_FieldWork,
Melaleuca quinquenervia,,,,,,,0.751375108,,,,,,,J_Lawson_FieldWork,
Myrsine variabilis,,,,,,,0.78351,,,,,,,Global Wood Density Database,
Neolitsea dealbata,,,,,,,0.4983,,,,,,,Global Wood Density Database,
Notelaea longifolia,,,,,,,0.86961,,,,,,,Global Wood Density Database,
Notelaea microcarpa,,,,,,,0.638719277,,,,,,,"J_Lawson_FieldWork, , as N. microcarpa var. microcarpa",
Pandorea pandorana,,,,,,,0.4477,,,,,,,"from raw data in  Stuart S. 2011. Cold Comfort: Diversification and Adaptive Evolution across Latitudinal Gradients. PhD thesis, Integrative Biology
UC Berkeley.",
Solanum mauritianum,,,,,,,0.449091629,,,,,,,"raw data in Jillian M. Mueller. 2009. CONSERVATION MANAGEMENT UNDER CLIMATE CHANGE: ON TROPICAL DROUGHT RESISTANCE, NONNANATIVE SPECIES RESPONSE TO INCREASING DISTURBANCE, AND ASSISTED MIGRATION. University of Notre Dame, MSc thesis. ",
Syzygium oleosum,,,,,,,0.58133195,,,,,,,J_Lawson_FieldWork,
Trema tomentosa,,,,,,,0.330762133,,,,,,,Global Wood Density Database average,
Tristaniopsis laurina,,,,,,,0.653561451,,,,,,,J_Lawson_FieldWork,
Trophis scandens,,,,,,,0.658878333,,,,,,,Global Wood Density Database average,
Wilkiea huegeliana,,,,,,,0.67,,,,,,,"Kooyman RM,  Westoby M. 2009. Costs of height gain in rainforest saplings: mainNAstem scaling, functional traits and strategy variation across 75 species. Annals of Botany 104: 987NA993",
Alyxia ruscifolia,,,,,,,,,,dec,may,6,AUSTRAITS_dataset_56,,
Bursaria incana,,,,,,,,,,feb,apr,3,AUSTRAITS_dataset_29,,
Flagellaria indica,,,,,,,,,,jan,dec,12,AUSTRAITS_dataset_56,,
Trema tomentosa,,,,,,,,,,may,may,1,AUSTRAITS_dataset_29,,
Drypetes deplanchei,,,,,,,,,,sep,nov,3,AUSTRAITS_dataset_29,,
Micromelum minutum,,,,,,,,,,jan,dec,12,AUSTRAITS_dataset_56,,
Cupaniopsis anacardioides,,,,,,,,,,jul,sep,3,AUSTRAITS_dataset_56,,
Alphitonia excelsa,,,,,,,,,,jan,apr,5,AUSTRAITS_dataset_56,,
Mallotus philippensis,,,,,,,,,,jan,nov,11,AUSTRAITS_dataset_29,,
Clerodendrum floribundum,,,,,,,,,,jan,dec,12,AUSTRAITS_dataset_56,,
Schefflera actinophylla,,,,,,,,,,aug,dec,5,AUSTRAITS_dataset_56,,
Sterculia quadrifida,,,,,,,,,,feb,mar,2,AUSTRAITS_dataset_56,,
Acacia bakeri,,,,,,,,,,sep,nov,3,NSW flora online ,,
Acacia fimbriata,,,,,,,,,,jul,nov,5,NSW flora online ,,
Acmena smithii,,,,,,,,,,nov,feb,4,NSW flora online ,,
Acronychia oblongifolia,,,,,,,,,,mar,apr,2,NSW flora online ,,
Alangium polyosmoides,,,,,,,,,,oct,apr,6,NSW flora online ,,
Alphitonia excelsa,,,,,,,,,,dec ,mar,4,AUSTRAITS_dataset_24,,
Alyxia ruscifolia,,,,,,,,,,sep,may,9,NSW flora online ,,
Archidendron muellerianum,,,,,,,,,,nov,dec,2,NSW flora online ,,
Archirhodomyrtus beckleri,,,,,,,,,,sep,nov,3,NSW flora online ,,
Argophyllum nullumense,,,,,,,,,,dec,jan,1,NSW flora online ,,
Atractocarpus chartaceus,,,,,,,,,,aug,nov,4,NSW flora online ,,
Auranticarpa rhombifolia,,,,,,,,,,sep,feb,6,NSW flora online ,,
Backhousia myrtifolia,,,,,,,,,,nov,jan,3,"NSW flora online, AUSTRAITS_dataset_24",,
Breynia oblongifolia,,,,,,,,,,oct,dec,3,AUSTRAITS_dataset_24,,
Calamus muelleri,,,,,,,,,,dec,feb,3,NSW flora online ,,
Callerya megasperma,,,,,,,,,,sep,nov,3,NSW flora online ,,
Callistemon salignus,,,,,,,,,,sep,nov,3,NSW flora online ,,
Callistemon viminalis,,,,,,,,,,sep,mar,7,NSW flora online ,,
Capparis arborea,,,,,,,,,,dec,feb,3,NSW flora online ,,
Carex appressa,,,,,,,,,,sep,dec,4,NSW flora online ,,
Carissa ovata,,,,,,,,,,dec,feb,3,NSW flora online ,,
Castanospermum australe,,,,,,,,,,sep,nov,3,NSW flora online ,,
Casuarina cunninghamiana,,,,,,,,,,jan,dec,12,AUSTRAITS_dataset_24,,
Cayratia clematidea,,,,,,,,,,dec,feb,3,NSW flora online ,,
Cestrum nocturnum,,,,,,,,,,sep,feb,6,NSW flora online ,,
Cissus antarctica,,,,,,,,,,sep,may,9,NSW flora online ,,
Cissus hypoglauca,,,,,,,,,,sep,feb,6,NSW flora online ,,
Citronella moorei,,,,,,,,,,may,sep,5,NSW flora online ,,
Clematis aristata,,,,,,,,,,sep,dec,4,NSW flora online ,,
Clerodendrum floribundum,,,,,,,,,,aug,dec,5,NSW flora online ,,
Cryptocarya glaucescens,,,,,,,,,,oct,nov,2,AUSTRAITS_dataset_24,,
Cupaniopsis anacardioides,,,,,,,,,,jun,aug,3,NSW flora online ,,
Derris involuta,,,,,,,,,,sep,feb,6,NSW flora online ,,
Dioscorea transversa,,,,,,,,,,sep,nov,3,NSW flora online ,,
Diploglottis australis,,,,,,,,,,oct,dec,3,NSW flora online ,,
Elaeocarpus grandis,,,,,,,,,,mar,may,3,NSW flora online ,,
Elaeocarpus obovatus,,,,,,,,,,sep,nov,3,NSW flora online ,,
Embelia australiana,,,,,,,,,,nov,nov,1,NSW flora online ,,
Endiandra sieberi,,,,,,,,,,jun,oct,5,AUSTRAITS_dataset_24,,
Eupomatia bennettii,,,,,,,,,,sep,nov,3,NSW flora online ,,
Eupomatia laurina,,,,,,,,,,dec,feb,3,NSW flora online ,,
Flagellaria indica,,,,,,,,,,sep,may,9,NSW flora online ,,
Flindersia schottiana,,,,,,,,,,nov,dec,2,NSW flora online ,,
Geitonoplesium cymosum,,,,,,,,,,sep,feb,6,NSW flora online ,,
Glochidion ferdinandi,,,,,,,,,,oct,oct,1,AUSTRAITS_dataset_24,,
Grevillea robusta,,,,,,,,,,sep,nov,3,NSW flora online ,,
Guioa semiglauca,,,,,,,,,,sep,nov,3,NSW flora online ,,
Hicksbeachia pinnatifolia,,,,,,,,,,jun,aug,3,NSW flora online ,,
Hippocratea barbata,,,,,,,,,,dec,jan,2,NSW flora online ,,
Hodgkinsonia ovatiflora,,,,,,,,,,nov,jan,3,NSW flora online ,,
Hymenosporum flavum,,,,,,,,,,sep,nov,3,NSW flora online ,,
Ipomoea cairica,,,,,,,,,,jan,mar,3,NSW flora online ,,
Ixora beckleri,,,,,,,,,,nov,feb,4,NSW flora online ,,
Lantana camara,,,,,,,,,,jan,feb,2,NSW flora online ,,
Legnephora moorei,,,,,,,,,,dec,feb,3,NSW flora online ,,
Leucaena leucocephala,,,,,,,,,,dec,feb,3,NSW flora online ,,
Ligustrum lucidum,,,,,,,,,,sep,feb,6,NSW flora online ,,
Ligustrum sinense,,,,,,,,,,jul,nov,5,NSW flora online ,,
Lomandra longifolia,,,,,,,,,,aug,dec,5,AUSTRAITS_dataset_24,,
Lophostemon confertus,,,,,,,,,,oct,dec,3,NSW flora online ,,
Lophostemon suaveolens,,,,,,,,,,oct,dec,3,NSW flora online ,,
Macadamia tetraphylla,,,,,,,,,,aug,oct,3,NSW flora online ,,
Marsdenia rostrata,,,,,,,,,,sep,feb,6,NSW flora online ,,
Medicosma cunninghamii,,,,,,,,,,jan,dec,12,NSW flora online ,,
Melaleuca bracteata,,,,,,,,,,sep,nov,3,NSW flora online ,,
Melaleuca quinquenervia,,,,,,,,,,feb,aug,7,"AUSTRAITS_dataset_24, NSW flora online",,
Melia azedarach,,,,,,,,,,sep,dec,4,"AUSTRAITS_dataset_24, NSW flora online",,
Melodinus australis,,,,,,,,,,dec,may,6,NSW flora online ,,
Micromelum minutum,,,,,,,,,,sep,may,9,NSW flora online ,,
Morinda jasminoides,,,,,,,,,,sep,feb,7,NSW flora online ,,
Notelaea longifolia,,,,,,,,,,apr,oct,7,NSW flora online ,,
Notelaea microcarpa,,,,,,,,,,jun,dec,7,NSW flora online ,,
Olea paniculata,,,,,,,,,,oct,dec,3,NSW flora online ,,
Pandorea pandorana,,,,,,,,,,jun,dec,7,NSW flora online ,,
Pararchidendron pruinosum,,,,,,,,,,oct,jan,4,NSW flora online ,,
Parsonsia straminea,,,,,,,,,,nov,mar,5,"AUSTRAITS_dataset_24, NSW flora online",,
Pavetta australiensis,,,,,,,,,,sep,nov,3,NSW flora online ,,
Phyllanthus microcladus,,,,,,,,,,dec,feb,3,NSW flora online ,,
Pittosporum multiflorum,,,,,,,,,,sep,feb,6,NSW flora online ,,
Pittosporum undulatum,,,,,,,,,,aug,nov,4,"AUSTRAITS_dataset_24, NSW flora online",,
Polyscias elegans,,,,,,,,,,apr,aug,5,NSW flora online ,,
Pothos longipes,,,,,,,,,,nov,dec,2,NSW flora online ,,
Pseudoweinmannia lachnocarpa,,,,,,,,,,sep,nov,3,NSW flora online ,,
Psychotria daphnoides,,,,,,,,,,dec,feb,3,NSW flora online ,,
Psychotria loniceroides,,,,,,,,,,dec,feb,3,NSW flora online ,,
Rhodamnia argentea,,,,,,,,,,nov,feb,4,NSW flora online ,,
Rhodamnia rubescens,,,,,,,,,,aug,nov,4,NSW flora online ,,
Rhodomyrtus psidioides,,,,,,,,,,nov,dec,2,NSW flora online ,,
Rhodosphaera rhodanthema,,,,,,,,,,sep,nov,3,NSW flora online ,,
Rubus rosifolius,,,,,,,,,,jan,dec,12,AUSTRAITS_dataset_24,,
Schefflera actinophylla,,,,,,,,,,mar,may,3,NSW flora online ,,
Sloanea australis,,,,,,,,,,sep,feb,6,NSW flora online ,,
Sloanea woollsii,,,,,,,,,,sep,nov,3,NSW flora online ,,
Smilax australis,,,,,,,,,,sep,sep,1,AUSTRAITS_dataset_24,,
Solanum mauritianum,,,,,,,,,,mar,nov,9,NSW flora online ,,
Solanum seaforthianum,,,,,,,,,,sep,may,9,NSW flora online ,,
Stephania japonica,,,,,,,,,,dec,feb,3,NSW flora online ,,
Sterculia quadrifida,,,,,,,,,,dec,feb,3,NSW flora online ,,
Synoum glandulosum,,,,,,,,,,may,jul,3,AUSTRAITS_dataset_24,,
Syzygium australe,,,,,,,,,,sep,nov,3,NSW flora online ,,
Syzygium luehmannii,,,,,,,,,,oct,dec,3,NSW flora online ,,
Tabernaemontana pandacaqui,,,,,,,,,,sep,feb,6,NSW flora online ,,
Tecoma capensis,,,,,,,,,,sep,feb,6,NSW flora online ,,
Tecoma stans,,,,,,,,,,sep,feb,6,NSW flora online ,,
Tristaniopsis laurina,,,,,,,,,,dec,jan,2,AUSTRAITS_dataset_24,,
Trophis scandens,,,,,,,,,,jan,dec,12,NSW flora online ,,
Turraea pubescens,,,,,,,,,,sep,nov,3,NSW flora online ,,
Wikstroemia indica,,,,,,,,,,nov,dec,2,AUSTRAITS_dataset_24,,
Wilkiea huegeliana,,,,,,,,,,dec,feb,3,AUSTRAITS_dataset_24,,
Wilkiea macrophylla,,,,,,,,,,dec,feb,3,NSW flora online ,,
